gene_id	length
ECEF_Abd_TRINITY_DN12296_c0_g1	813.00
ECEF_Abd_TRINITY_DN12300_c0_g1	1341.00
ECEF_Abd_TRINITY_DN12302_c0_g1	1207.00
ECEF_Abd_TRINITY_DN12312_c0_g1	893.00
ECEF_Abd_TRINITY_DN12315_c0_g1	904.00
ECEF_Abd_TRINITY_DN12320_c1_g1	751.00
ECEF_Abd_TRINITY_DN12322_c0_g1	1378.00
ECEF_Abd_TRINITY_DN12330_c0_g1	1778.00
ECEF_Abd_TRINITY_DN12336_c0_g1	740.00
ECEF_Abd_TRINITY_DN12350_c0_g1	563.00
ECEF_Abd_TRINITY_DN12372_c0_g1	1887.00
ECEF_Abd_TRINITY_DN1237_c0_g1	644.00
ECEF_Abd_TRINITY_DN12392_c0_g1	440.00
ECEF_Abd_TRINITY_DN12396_c0_g1	521.00
ECEF_Abd_TRINITY_DN12400_c0_g1	721.00
ECEF_Abd_TRINITY_DN12400_c1_g1	647.00
ECEF_Abd_TRINITY_DN12412_c0_g1	1226.00
ECEF_Abd_TRINITY_DN12421_c0_g1	1046.00
ECEF_Abd_TRINITY_DN12424_c0_g1	1650.00
ECEF_Abd_TRINITY_DN12429_c0_g1	1941.00
ECEF_Abd_TRINITY_DN12435_c0_g1	691.00
ECEF_Abd_TRINITY_DN12443_c0_g1	894.00
ECEF_Abd_TRINITY_DN12463_c0_g1	943.00
ECEF_Abd_TRINITY_DN12466_c0_g1	916.00
ECEF_Abd_TRINITY_DN12469_c0_g1	1001.00
ECEF_Abd_TRINITY_DN12486_c0_g2	1938.00
ECEF_Abd_TRINITY_DN12497_c0_g1	1118.00
ECEF_Abd_TRINITY_DN1249_c0_g1	2667.00
ECEF_Abd_TRINITY_DN12500_c0_g1	1120.00
ECEF_Abd_TRINITY_DN12503_c0_g1	1943.00
ECEF_Abd_TRINITY_DN12512_c0_g1	2553.00
ECEF_Abd_TRINITY_DN12536_c0_g1	2959.00
ECEF_Abd_TRINITY_DN12555_c0_g1	695.00
ECEF_Abd_TRINITY_DN12562_c0_g1	1876.00
ECEF_Abd_TRINITY_DN12568_c0_g1	842.00
ECEF_Abd_TRINITY_DN12577_c0_g1	2278.00
ECEF_Abd_TRINITY_DN1257_c0_g1	405.00
ECEF_Abd_TRINITY_DN12581_c0_g1	1332.00
ECEF_Abd_TRINITY_DN12594_c0_g1	860.00
ECEF_Abd_TRINITY_DN12618_c0_g1	1003.00
ECEF_Abd_TRINITY_DN12629_c0_g1	650.00
ECEF_Abd_TRINITY_DN12630_c0_g2	1923.00
ECEF_Abd_TRINITY_DN12649_c0_g1	1349.00
ECEF_Abd_TRINITY_DN12655_c0_g1	423.00
ECEF_Abd_TRINITY_DN12669_c0_g1	1025.17
ECEF_Abd_TRINITY_DN12674_c0_g1	687.00
ECEF_Abd_TRINITY_DN1267_c0_g1	1511.00
ECEF_Abd_TRINITY_DN12696_c0_g1	1222.00
ECEF_Abd_TRINITY_DN12697_c0_g1	1412.00
ECEF_Abd_TRINITY_DN12709_c0_g1	840.00
ECEF_Abd_TRINITY_DN12729_c0_g1	2084.00
ECEF_Abd_TRINITY_DN12732_c0_g1	1049.00
ECEF_Abd_TRINITY_DN12748_c0_g1	808.00
ECEF_Abd_TRINITY_DN12748_c0_g2	521.00
ECEF_Abd_TRINITY_DN12767_c0_g1	1807.00
ECEF_Abd_TRINITY_DN12770_c0_g1	511.00
ECEF_Abd_TRINITY_DN12773_c0_g1	623.00
ECEF_Abd_TRINITY_DN12773_c0_g2	883.00
ECEF_Abd_TRINITY_DN12776_c0_g1	1550.00
ECEF_Abd_TRINITY_DN12777_c0_g1	1081.00
ECEF_Abd_TRINITY_DN12781_c0_g1	2527.00
ECEF_Abd_TRINITY_DN12789_c0_g1	1112.00
ECEF_Abd_TRINITY_DN12790_c0_g1	1028.00
ECEF_Abd_TRINITY_DN12800_c0_g2	595.00
ECEF_Abd_TRINITY_DN12802_c0_g1	2598.00
ECEF_Abd_TRINITY_DN12804_c0_g1	997.00
ECEF_Abd_TRINITY_DN12808_c0_g1	1754.00
ECEF_Abd_TRINITY_DN12809_c0_g1	965.00
ECEF_Abd_TRINITY_DN12812_c0_g1	538.00
ECEF_Abd_TRINITY_DN12813_c0_g1	1069.00
ECEF_Abd_TRINITY_DN12815_c0_g1	1156.00
ECEF_Abd_TRINITY_DN12816_c0_g1	560.00
ECEF_Abd_TRINITY_DN12820_c0_g1	734.50
ECEF_Abd_TRINITY_DN12821_c0_g1	1890.00
ECEF_Abd_TRINITY_DN12836_c0_g1	1668.00
ECEF_Abd_TRINITY_DN12837_c0_g1	1984.00
ECEF_Abd_TRINITY_DN12841_c0_g1	728.00
ECEF_Abd_TRINITY_DN12845_c0_g2	1283.00
ECEF_Abd_TRINITY_DN12859_c0_g1	641.00
ECEF_Abd_TRINITY_DN12865_c0_g1	481.00
ECEF_Abd_TRINITY_DN12866_c0_g1	1196.00
ECEF_Abd_TRINITY_DN12871_c0_g1	717.00
ECEF_Abd_TRINITY_DN12873_c0_g1	713.00
ECEF_Abd_TRINITY_DN12890_c0_g1	649.00
ECEF_Abd_TRINITY_DN12901_c0_g1	948.00
ECEF_Abd_TRINITY_DN12902_c0_g1	883.00
ECEF_Abd_TRINITY_DN12906_c0_g1	682.00
ECEF_Abd_TRINITY_DN12909_c0_g1	1268.00
ECEF_Abd_TRINITY_DN12918_c0_g1	761.00
ECEF_Abd_TRINITY_DN12921_c0_g2	1102.00
ECEF_Abd_TRINITY_DN12940_c0_g1	883.00
ECEF_Abd_TRINITY_DN12941_c0_g1	1695.00
ECEF_Abd_TRINITY_DN12943_c0_g1	2307.00
ECEF_Abd_TRINITY_DN12948_c0_g1	1189.00
ECEF_Abd_TRINITY_DN12957_c0_g1	621.00
ECEF_Abd_TRINITY_DN12970_c0_g1	546.00
ECEF_Abd_TRINITY_DN12983_c0_g1	903.00
ECEF_Abd_TRINITY_DN12998_c0_g1	738.00
ECEF_Abd_TRINITY_DN13002_c0_g1	2510.00
ECEF_Abd_TRINITY_DN13012_c0_g1	1245.00
ECEF_Abd_TRINITY_DN13014_c0_g1	1492.00
ECEF_Abd_TRINITY_DN13014_c0_g2	631.00
ECEF_Abd_TRINITY_DN13015_c0_g1	1226.00
ECEF_Abd_TRINITY_DN13017_c0_g1	702.00
ECEF_Abd_TRINITY_DN13019_c0_g1	784.00
ECEF_Abd_TRINITY_DN13026_c0_g1	1030.00
ECEF_Abd_TRINITY_DN13036_c0_g1	407.00
ECEF_Abd_TRINITY_DN13038_c0_g1	687.00
ECEF_Abd_TRINITY_DN1303_c0_g1	1267.00
ECEF_Abd_TRINITY_DN13041_c0_g1	1170.00
ECEF_Abd_TRINITY_DN13043_c0_g1	1046.00
ECEF_Abd_TRINITY_DN13046_c0_g1	416.00
ECEF_Abd_TRINITY_DN13049_c0_g2	1440.00
ECEF_Abd_TRINITY_DN13050_c0_g1	1331.00
ECEF_Abd_TRINITY_DN13051_c0_g1	687.00
ECEF_Abd_TRINITY_DN13054_c0_g1	811.00
ECEF_Abd_TRINITY_DN13055_c0_g1	953.00
ECEF_Abd_TRINITY_DN13059_c0_g1	1734.00
ECEF_Abd_TRINITY_DN1305_c0_g1	609.00
ECEF_Abd_TRINITY_DN13065_c0_g1	1717.00
ECEF_Abd_TRINITY_DN13077_c0_g1	1714.00
ECEF_Abd_TRINITY_DN13101_c1_g1	1182.00
ECEF_Abd_TRINITY_DN1310_c0_g1	419.00
ECEF_Abd_TRINITY_DN13110_c0_g1	498.00
ECEF_Abd_TRINITY_DN13116_c0_g1	636.00
ECEF_Abd_TRINITY_DN13125_c0_g1	881.00
ECEF_Abd_TRINITY_DN13133_c0_g1	2369.00
ECEF_Abd_TRINITY_DN13146_c0_g1	827.00
ECEF_Abd_TRINITY_DN13151_c0_g1	2258.00
ECEF_Abd_TRINITY_DN13160_c0_g1	846.00
ECEF_Abd_TRINITY_DN13161_c0_g1	578.00
ECEF_Abd_TRINITY_DN13177_c0_g1	778.50
ECEF_Abd_TRINITY_DN13192_c0_g1	1122.00
ECEF_Abd_TRINITY_DN13193_c0_g2	1130.00
ECEF_Abd_TRINITY_DN13194_c0_g1	1325.00
ECEF_Abd_TRINITY_DN13202_c0_g1	2003.00
ECEF_Abd_TRINITY_DN13203_c0_g1	1614.00
ECEF_Abd_TRINITY_DN13205_c0_g1	764.00
ECEF_Abd_TRINITY_DN13218_c0_g1	743.00
ECEF_Abd_TRINITY_DN13223_c0_g1	1518.00
ECEF_Abd_TRINITY_DN13225_c0_g1	468.00
ECEF_Abd_TRINITY_DN13225_c1_g1	544.00
ECEF_Abd_TRINITY_DN13226_c0_g1	921.00
ECEF_Abd_TRINITY_DN13227_c0_g1	1044.00
ECEF_Abd_TRINITY_DN13230_c0_g1	1437.00
ECEF_Abd_TRINITY_DN13239_c1_g1	701.00
ECEF_Abd_TRINITY_DN13240_c0_g1	1345.00
ECEF_Abd_TRINITY_DN13250_c0_g1	955.00
ECEF_Abd_TRINITY_DN13257_c1_g1	1913.00
ECEF_Abd_TRINITY_DN13259_c0_g3	1002.00
ECEF_Abd_TRINITY_DN13261_c0_g1	694.00
ECEF_Abd_TRINITY_DN13269_c0_g1	746.00
ECEF_Abd_TRINITY_DN13270_c0_g1	2611.00
ECEF_Abd_TRINITY_DN13283_c0_g1	1303.34
ECEF_Abd_TRINITY_DN1328_c0_g1	478.00
ECEF_Abd_TRINITY_DN13292_c0_g1	681.00
ECEF_Abd_TRINITY_DN13293_c0_g2	690.00
ECEF_Abd_TRINITY_DN13299_c0_g1	1007.00
ECEF_Abd_TRINITY_DN13300_c0_g1	1656.16
ECEF_Abd_TRINITY_DN13302_c0_g1	670.00
ECEF_Abd_TRINITY_DN13313_c0_g1	1032.00
ECEF_Abd_TRINITY_DN13314_c0_g1	1019.00
ECEF_Abd_TRINITY_DN13316_c0_g1	2030.00
ECEF_Abd_TRINITY_DN13318_c0_g1	1069.00
ECEF_Abd_TRINITY_DN13320_c0_g1	1895.00
ECEF_Abd_TRINITY_DN13323_c0_g1	658.00
ECEF_Abd_TRINITY_DN13324_c0_g1	674.00
ECEF_Abd_TRINITY_DN13325_c0_g2	977.00
ECEF_Abd_TRINITY_DN13331_c0_g1	923.00
ECEF_Abd_TRINITY_DN13333_c0_g1	1361.00
ECEF_Abd_TRINITY_DN13342_c0_g1	1405.00
ECEF_Abd_TRINITY_DN13343_c0_g1	1450.00
ECEF_Abd_TRINITY_DN13345_c0_g1	994.00
ECEF_Abd_TRINITY_DN13349_c0_g1	991.13
ECEF_Abd_TRINITY_DN13352_c0_g1	995.00
ECEF_Abd_TRINITY_DN13358_c0_g1	761.00
ECEF_Abd_TRINITY_DN13372_c0_g1	1429.00
ECEF_Abd_TRINITY_DN13374_c0_g1	3402.00
ECEF_Abd_TRINITY_DN13375_c0_g1	1675.00
ECEF_Abd_TRINITY_DN13385_c0_g1	3318.00
ECEF_Abd_TRINITY_DN13387_c0_g1	1364.00
ECEF_Abd_TRINITY_DN1338_c0_g1	798.00
ECEF_Abd_TRINITY_DN13393_c0_g1	995.00
ECEF_Abd_TRINITY_DN13398_c0_g1	1242.00
ECEF_Abd_TRINITY_DN13409_c0_g1	1273.00
ECEF_Abd_TRINITY_DN13410_c0_g1	760.00
ECEF_Abd_TRINITY_DN13416_c0_g1	1004.00
ECEF_Abd_TRINITY_DN13423_c0_g1	1926.00
ECEF_Abd_TRINITY_DN13428_c0_g1	1177.00
ECEF_Abd_TRINITY_DN13431_c0_g1	1358.00
ECEF_Abd_TRINITY_DN13432_c0_g1	762.50
ECEF_Abd_TRINITY_DN13440_c0_g1	2416.00
ECEF_Abd_TRINITY_DN13445_c0_g1	470.00
ECEF_Abd_TRINITY_DN13449_c0_g1	1052.00
ECEF_Abd_TRINITY_DN13449_c0_g4	770.00
